state,district,block,category,cat_val
himachal pradesh,solan,nalagarh,over-exploited,5
himachal pradesh,una,una,over-exploited,5
himachal pradesh,una,hum,semi-critical,3
jammu & kashmir,anantnag,anantnag,safe,0
jammu & kashmir,bandipora,bandipora,safe,0
jammu & kashmir,baramulla,baramulla,safe,0
jammu & kashmir,budgam,budgam,safe,0
jammu & kashmir,doda,doda,safe,0
jammu & kashmir,ganderbal,ganderbal,safe,0
jammu & kashmir,jammu,jammu,safe,0
jammu & kashmir,kargil,kargil,safe,0
jammu & kashmir,kathua,kathua,safe,0
jammu & kashmir,kishtwar,kishtwar,safe,0
jammu & kashmir,kulgam,kulgam,safe,0
jammu & kashmir,kupwara,kupwara,safe,0
jammu & kashmir,leh,leh,safe,0
jammu & kashmir,poonch,poonch,safe,0
jammu & kashmir,pulwama,pulwama,safe,0
jammu & kashmir,rajouri,rajouri,safe,0
jammu & kashmir,ramban,ramban,safe,0
jammu & kashmir,reasi,reasi,safe,0
jammu & kashmir,samba,samba,safe,0
jammu & kashmir,shopian,shopian,safe,0
jammu & kashmir,srinagar,srinagar,safe,0
jammu & kashmir,udhampur,udhampur,safe,0
jharkhand,bokaro,bermo,over-exploited,5
jharkhand,bokaro,nawadih,safe,0
jharkhand,bokaro,chandan kiyari,safe,0
jharkhand,bokaro,peterbar,safe,0
jharkhand,bokaro,kasmar,safe,0
jharkhand,bokaro,jaridih,safe,0
jharkhand,bokaro,gumia,safe,0
jharkhand,bokaro,chandrapura,semi-critical,3
jharkhand,bokaro,chas,semi-critical,3
jharkhand,chatra,lawalong,safe,0
jharkhand,chatra,kunda,safe,0
jharkhand,chatra,kanhachatti,safe,0
jharkhand,chatra,pratappur,safe,0
jharkhand,chatra,chatra,safe,0
jharkhand,chatra,simaria,safe,0
jharkhand,chatra,tandwa,safe,0
jharkhand,chatra,itkhori,safe,0
jharkhand,chatra,pathalgoda,safe,0
jharkhand,chatra,mayurhund,safe,0
jharkhand,chatra,gidhaur,safe,0
jharkhand,chatra,hunterganj,safe,0
jharkhand,deoghar,deoghar,safe,0
jharkhand,deoghar,mohanpur,safe,0
jharkhand,deoghar,devipur,safe,0
jharkhand,deoghar,karon,safe,0
jharkhand,deoghar,margomunda,safe,0
jharkhand,deoghar,palojori,safe,0
jharkhand,deoghar,sarath,safe,0
jharkhand,deoghar,sarwan,safe,0
jharkhand,deoghar,sonaraithadhi,safe,0
jharkhand,dhanbad,baghmara,critical,4
jharkhand,dhanbad,topchanchi,critical,4
jharkhand,dhanbad,dhanbad,over-exploited,5
jharkhand,dhanbad,jharia,over-exploited,5
jharkhand,dhanbad,purbi tundi,safe,0
jharkhand,dhanbad,tundi,safe,0
jharkhand,dhanbad,chirkunda,safe,0
jharkhand,dhanbad,gobindpur,safe,0
jharkhand,dhanbad,baliapur,semi-critical,3
jharkhand,dumka,gopikander,safe,0
jharkhand,dumka,kathikund,safe,0
jharkhand,dumka,shikaripara,safe,0
jharkhand,dumka,ranishwar,safe,0
jharkhand,dumka,ramgarh,safe,0
jharkhand,dumka,masalia,safe,0
jharkhand,dumka,dumka,safe,0
jharkhand,dumka,jama,safe,0
jharkhand,dumka,saraiyahat,safe,0
jharkhand,dumka,jarmundi,safe,0
jharkhand,east singhbhum,chakulia,safe,0
jharkhand,east singhbhum,gurabandha,safe,0
jharkhand,east singhbhum,dumaria,safe,0
jharkhand,east singhbhum,potka,safe,0
jharkhand,east singhbhum,dhalbhumgarh,safe,0
jharkhand,east singhbhum,baharagora,safe,0
jharkhand,east singhbhum,patamda,safe,0
jharkhand,east singhbhum,boram,safe,0
jharkhand,east singhbhum,ghatsila,safe,0
jharkhand,east singhbhum,musabani,safe,0
jharkhand,east singhbhum,golmuri cum jugsalai,semi-critical,3
jharkhand,garhwa,chinia,safe,0
jharkhand,garhwa,bishunpura,safe,0
jharkhand,garhwa,kandi,safe,0
jharkhand,garhwa,bhandaria,safe,0
jharkhand,garhwa,ranka,safe,0
jharkhand,garhwa,ramkanda,safe,0
jharkhand,garhwa,garhwa,safe,0
jharkhand,garhwa,dhurki,safe,0
jharkhand,garhwa,danda,safe,0
jharkhand,garhwa,meral,safe,0
jharkhand,garhwa,bhawanathpur,safe,0
jharkhand,garhwa,kharaondhi,safe,0
jharkhand,garhwa,ketar,safe,0
jharkhand,garhwa,bardiha,safe,0
jharkhand,garhwa,majhiaon,safe,0
jharkhand,garhwa,dandai,safe,0
jharkhand,garhwa,ramna,safe,0
jharkhand,garhwa,untari,safe,0
jharkhand,garhwa,sagma,safe,0
jharkhand,giridih,tisri,safe,0
jharkhand,giridih,pirtanr,safe,0
jharkhand,giridih,gawan,safe,0
jharkhand,giridih,bagodar,safe,0
jharkhand,giridih,deori,safe,0
jharkhand,giridih,bengabad,safe,0
jharkhand,giridih,dumri,safe,0
jharkhand,giridih,saria,safe,0
jharkhand,giridih,birni,safe,0
jharkhand,giridih,jamua,safe,0
jharkhand,giridih,dhanwar,safe,0
jharkhand,giridih,giridih,safe,0
jharkhand,godda,pathargama,safe,0
jharkhand,godda,basantrai,safe,0
jharkhand,godda,sunderpahari,safe,0
jharkhand,godda,meherma,safe,0
jharkhand,godda,mahagama,safe,0
jharkhand,godda,godda,safe,0
jharkhand,godda,poreyahat,safe,0
jharkhand,godda,thakurghanti,safe,0
jharkhand,godda,boarijor,safe,0
jharkhand,gumla,bharno,safe,0
jharkhand,gumla,palkot,safe,0
jharkhand,gumla,chainpur,safe,0
jharkhand,gumla,raidih,safe,0
jharkhand,gumla,dumri,safe,0
jharkhand,gumla,ghaghra,safe,0
jharkhand,gumla,basia,safe,0
jharkhand,gumla,bishunpur,safe,0
jharkhand,gumla,sisai,safe,0
jharkhand,gumla,gumla,safe,0
jharkhand,gumla,kamdara,safe,0
jharkhand,gumla,albert ekka,safe,0
jharkhand,hazaribagh,chauparan,safe,0
jharkhand,hazaribagh,chalkusha,safe,0
jharkhand,hazaribagh,katkamsandi,safe,0
jharkhand,hazaribagh,padma,safe,0
jharkhand,hazaribagh,keredari,safe,0
jharkhand,hazaribagh,ichak,safe,0
jharkhand,hazaribagh,barkagaon,safe,0
jharkhand,hazaribagh,barkatha,safe,0
jharkhand,hazaribagh,tatijharia,safe,0
jharkhand,hazaribagh,hazaribagh,safe,0
jharkhand,hazaribagh,barhi,safe,0
jharkhand,hazaribagh,katkamdag,safe,0
jharkhand,hazaribagh,bishnugarh,safe,0
jharkhand,hazaribagh,churchu,safe,0
jharkhand,hazaribagh,daru,safe,0
jharkhand,hazaribagh,dari,safe,0
jharkhand,jamtara,nala,safe,0
jharkhand,jamtara,jamtara,safe,0
jharkhand,jamtara,fatepur,safe,0
jharkhand,jamtara,vidyasagar,safe,0
jharkhand,jamtara,narayanpur,safe,0
jharkhand,jamtara,kundahit,safe,0
jharkhand,khunti,khunti,safe,0
jharkhand,khunti,erki,safe,0
jharkhand,khunti,torpa,safe,0
jharkhand,khunti,rania,safe,0
jharkhand,khunti,murhu,safe,0
jharkhand,khunti,karra,safe,0
jharkhand,koderma,satgawan,safe,0
jharkhand,koderma,koderma,safe,0
jharkhand,koderma,chandwara,safe,0
jharkhand,koderma,domchanch,safe,0
jharkhand,koderma,jainagar,safe,0
jharkhand,latehar,mahuadanr,safe,0
jharkhand,latehar,herhang,safe,0
jharkhand,latehar,manika,safe,0
jharkhand,latehar,bariatu,safe,0
jharkhand,latehar,chandwa,safe,0
jharkhand,latehar,balumath,safe,0
jharkhand,latehar,latehar,safe,0
jharkhand,latehar,garu,safe,0
jharkhand,latehar,barwadih,safe,0
jharkhand,lohardaga,peshrar,safe,0
jharkhand,lohardaga,senha,safe,0
jharkhand,lohardaga,kisko,safe,0
jharkhand,lohardaga,lohardaga,safe,0
jharkhand,lohardaga,bhandra,safe,0
jharkhand,lohardaga,karro,safe,0
jharkhand,lohardaga,kuru,safe,0
jharkhand,pakur,amrapara,safe,0
jharkhand,pakur,litipara,safe,0
jharkhand,pakur,pakuria,safe,0
jharkhand,pakur,maheshpur,safe,0
jharkhand,pakur,hiranpur,safe,0
jharkhand,pakur,pakur,safe,0
jharkhand,palamau,bishrampur,safe,0
jharkhand,palamau,haidernagar,safe,0
jharkhand,palamau,utarior,safe,0
jharkhand,palamau,husainabad,safe,0
jharkhand,palamau,mohammedganj,safe,0
jharkhand,palamau,pandwa,safe,0
jharkhand,palamau,pipra,safe,0
jharkhand,palamau,nawabazar,safe,0
jharkhand,palamau,pandu,safe,0
jharkhand,palamau,nawadih,safe,0
jharkhand,palamau,manatu,safe,0
jharkhand,palamau,chainpur,safe,0
jharkhand,palamau,hariharganj,safe,0
jharkhand,palamau,panki,safe,0
jharkhand,palamau,chhatarpur,safe,0
jharkhand,palamau,patan,safe,0
jharkhand,palamau,tarhasi,safe,0
jharkhand,palamau,leslieganj,safe,0
jharkhand,palamau,satbarwa,safe,0
jharkhand,palamau,daltonganj,safe,0
jharkhand,ramgarh,dulmi,safe,0
jharkhand,ramgarh,gola,safe,0
jharkhand,ramgarh,chitarpur,safe,0
jharkhand,ramgarh,ramgarh,semi-critical,3
jharkhand,ramgarh,mandu,semi-critical,3
jharkhand,ramgarh,patratu,semi-critical,3
jharkhand,ranchi,burmu,safe,0
jharkhand,ranchi,bundu,safe,0
jharkhand,ranchi,itki,safe,0
jharkhand,ranchi,bero,safe,0
jharkhand,ranchi,mandar,safe,0
jharkhand,ranchi,angara,safe,0
jharkhand,ranchi,tamar,safe,0
jharkhand,ranchi,sonahatu,safe,0
jharkhand,ranchi,lapung,safe,0
jharkhand,ranchi,nagri,safe,0
jharkhand,ranchi,chanho,safe,0
jharkhand,ranchi,namkum,safe,0
jharkhand,ranchi,ratu,safe,0
jharkhand,ranchi,ormanjhi,safe,0
jharkhand,ranchi,kanke,semi-critical,3
jharkhand,ranchi,silli,semi-critical,3
jharkhand,ranchi,khelari,semi-critical,3
jharkhand,sahebganj,pathna,safe,0
jharkhand,sahebganj,barhait,safe,0
jharkhand,sahebganj,udhua,safe,0
jharkhand,sahebganj,sahebganj,safe,0
jharkhand,sahebganj,barharwa,safe,0
jharkhand,sahebganj,rajmahal,safe,0
jharkhand,sahebganj,borio,safe,0
jharkhand,sahebganj,taljhari,safe,0
jharkhand,sahebganj,mandro,safe,0
jharkhand,saraikela - kharsawan,gobindpur,safe,0
jharkhand,saraikela - kharsawan,kuchai,safe,0
jharkhand,saraikela - kharsawan,ichagarh,safe,0
jharkhand,saraikela - kharsawan,kharsawan,safe,0
jharkhand,saraikela - kharsawan,nimdih,safe,0
jharkhand,saraikela - kharsawan,seraikela,safe,0
jharkhand,saraikela - kharsawan,kukru,safe,0
jharkhand,saraikela - kharsawan,adityapur (gamharia),safe,0
jharkhand,saraikela - kharsawan,chandil,safe,0
jharkhand,simdega,pakardanr,safe,0
jharkhand,simdega,bano,safe,0
jharkhand,simdega,bansjor,safe,0
jharkhand,simdega,simdega,safe,0
jharkhand,simdega,kolebira,safe,0
jharkhand,simdega,kersai,safe,0
jharkhand,simdega,jaldega,safe,0
jharkhand,simdega,thethaitangar,safe,0
jharkhand,simdega,kurdeg,safe,0
jharkhand,simdega,bolba,safe,0
jharkhand,west singhbhum,kumardungi,safe,0
jharkhand,west singhbhum,hatgamaria,safe,0
jharkhand,west singhbhum,tonto,safe,0
jharkhand,west singhbhum,manjhari,safe,0
jharkhand,west singhbhum,majhgaon,safe,0
jharkhand,west singhbhum,tantnagar,safe,0
jharkhand,west singhbhum,anandpur,safe,0
jharkhand,west singhbhum,goelkera,safe,0
jharkhand,west singhbhum,gudri,safe,0
jharkhand,west singhbhum,chaibasa,safe,0
jharkhand,west singhbhum,jagannathpur,safe,0
jharkhand,west singhbhum,jhinkpani,safe,0
jharkhand,west singhbhum,bandgaon,safe,0
jharkhand,west singhbhum,chakradharpur,safe,0
jharkhand,west singhbhum,sonua,safe,0
jharkhand,west singhbhum,khuntpani,safe,0
jharkhand,west singhbhum,noamundi,safe,0
karnataka,bagalkote,mudhol,critical,4
karnataka,bagalkote,bagalkote,over-exploited,5
karnataka,bagalkote,badami,over-exploited,5
karnataka,bagalkote,bilgi,safe,0
karnataka,bagalkote,hungund,safe,0
karnataka,bagalkote,jamkhandi,semi-critical,3
karnataka,ballari,h.b.halli,over-exploited,5
karnataka,ballari,siruguppa,safe,0
karnataka,ballari,ballari,safe,0
karnataka,ballari,hosapete,safe,0
karnataka,ballari,sandur,safe,0
karnataka,ballari,kudligi,semi-critical,3
karnataka,ballari,hadagalli,semi-critical,3
karnataka,belagavi,athani,over-exploited,5
karnataka,belagavi,saundatti,over-exploited,5
karnataka,belagavi,ramdurg,over-exploited,5
karnataka,belagavi,khanapur,safe,0
karnataka,belagavi,belagavi,safe,0
karnataka,belagavi,chikodi,safe,0
karnataka,belagavi,raybag,safe,0
karnataka,belagavi,hukkeri,semi-critical,3
karnataka,belagavi,gokak,semi-critical,3
karnataka,belagavi,bailahongal,semi-critical,3
karnataka,bengaluru rural,nelamangala,over-exploited,5
karnataka,bengaluru rural,devenhalli,over-exploited,5
karnataka,bengaluru rural,hoskote,over-exploited,5
karnataka,bengaluru rural,dodaballapur,over-exploited,5
karnataka,bengaluru urban,bengaluru north,over-exploited,5
karnataka,bengaluru urban,bengaluru south,over-exploited,5
karnataka,bengaluru urban,anekal,over-exploited,5
karnataka,bengaluru urban,bengaluru east,over-exploited,5
karnataka,bidar,bidar,safe,0
karnataka,bidar,homnabad,safe,0
karnataka,bidar,aurad,safe,0
karnataka,bidar,basavakalyan,safe,0
karnataka,bidar,bhalki,semi-critical,3
karnataka,chamrajnagara,gundlupet,over-exploited,5
karnataka,chamrajnagara,kollegal,semi-critical,3
karnataka,chamrajnagara,chamrajnagara,semi-critical,3
karnataka,chamrajnagara,yelandur,semi-critical,3
karnataka,chikballapur,bagepalli,over-exploited,5
karnataka,chikballapur,chikballapur,over-exploited,5
karnataka,chikballapur,sidlaghata,over-exploited,5
karnataka,chikballapur,gudibanda,over-exploited,5
karnataka,chikballapur,chintamani,over-exploited,5
karnataka,chikballapur,gauribidalur,over-exploited,5
karnataka,chikkamagaluru,kadur,over-exploited,5
karnataka,chikkamagaluru,koppa,safe,0
karnataka,chikkamagaluru,n r pura,safe,0
karnataka,chikkamagaluru,mudigere,safe,0
karnataka,chikkamagaluru,sringeri,safe,0
karnataka,chikkamagaluru,tarikere,safe,0
karnataka,chikkamagaluru,chikkamagaluru,safe,0
karnataka,chitradurga,challakere,over-exploited,5
karnataka,chitradurga,hosadurga,over-exploited,5
karnataka,chitradurga,hiriyur,over-exploited,5
karnataka,chitradurga,holalkere,over-exploited,5
karnataka,chitradurga,molakalmuru,safe,0
karnataka,dakshin kannada,sulya,safe,0
karnataka,dakshin kannada,mangaluru,safe,0
karnataka,dakshin kannada,belthangadi,safe,0
karnataka,dakshin kannada,bantval,safe,0
karnataka,dakshin kannada,puttur,semi-critical,3
karnataka,davangere,davangere,critical,4
karnataka,davangere,jagalur,over-exploited,5
karnataka,davangere,harpanahalli,over-exploited,5
karnataka,davangere,channagiri,over-exploited,5
karnataka,davangere,honnalli,safe,0
karnataka,davangere,harihar,safe,0
karnataka,dharwad,kundagol,safe,0
karnataka,dharwad,hubballi,safe,0
karnataka,dharwad,navalgund,safe,0
karnataka,dharwad,dharwad,safe,0
karnataka,dharwad,kalghatgi,semi-critical,3
karnataka,gadag,gadag,over-exploited,5
karnataka,gadag,ron,over-exploited,5
karnataka,gadag,shirhatti,safe,0
karnataka,gadag,nargund,semi-critical,3
karnataka,gadag,mundargi,semi-critical,3
karnataka,hassan,c r patna,critical,4
karnataka,hassan,arsikere,over-exploited,5
karnataka,hassan,sakleshpur,safe,0
karnataka,hassan,arkalgud,safe,0
karnataka,hassan,alur,safe,0
karnataka,hassan,hassan,safe,0
karnataka,hassan,holenarsipur,safe,0
karnataka,hassan,belur,safe,0
karnataka,haveri,ranibennur,critical,4
karnataka,haveri,shiggaon,safe,0
karnataka,haveri,hangal,safe,0
karnataka,haveri,savannur,safe,0
karnataka,haveri,haveri,safe,0
karnataka,haveri,hirekerur,semi-critical,3
karnataka,haveri,byadgi,semi-critical,3
karnataka,kalaburagi,jevargi,safe,0
karnataka,kalaburagi,chincholi,safe,0
karnataka,kalaburagi,sedam,safe,0
karnataka,kalaburagi,afzalpur,safe,0
karnataka,kalaburagi,chithapur,safe,0
karnataka,kalaburagi,kalaburagi,safe,0
karnataka,kalaburagi,aland,safe,0
karnataka,kodagu,kodagu,safe,0
karnataka,kodagu,somvarpet,safe,0
karnataka,kodagu,virajpet,safe,0
karnataka,kolar,malur,over-exploited,5
karnataka,kolar,mulbagal,over-exploited,5
karnataka,kolar,bangarpet,over-exploited,5
karnataka,kolar,kolar,over-exploited,5
karnataka,kolar,srinivaspur,over-exploited,5
karnataka,koppal,yelbarga,critical,4
karnataka,koppal,gangawati,safe,0
karnataka,koppal,kushtagi,safe,0
karnataka,koppal,koppal,safe,0
karnataka,mandya,mandya,safe,0
karnataka,mandya,maddur,safe,0
karnataka,mandya,pandavapura,safe,0
karnataka,mandya,nagamangala,safe,0
karnataka,mandya,krishnarajpet,safe,0
karnataka,mandya,malavalli,semi-critical,3
karnataka,mysuru,krishnrajanagara,safe,0
karnataka,mysuru,nanjangud,safe,0
karnataka,mysuru,tirumakudal narsipur,safe,0
karnataka,mysuru,heggadadevankote,safe,0
karnataka,mysuru,priyapatna,safe,0
karnataka,mysuru,hunsur,safe,0
karnataka,mysuru,mysuru,semi-critical,3
karnataka,raichur,sindhnur,safe,0
karnataka,raichur,manvi,safe,0
karnataka,raichur,deodrug,safe,0
karnataka,raichur,raichur,semi-critical,3
karnataka,raichur,lingsugur,semi-critical,3
karnataka,ramanagara,magadi,critical,4
karnataka,ramanagara,kanakapura,over-exploited,5
karnataka,ramanagara,ranmanagara,over-exploited,5
karnataka,ramanagara,channapatana,semi-critical,3
karnataka,shivamogga,bhadravati,safe,0
karnataka,shivamogga,tirthahalli,safe,0
karnataka,shivamogga,hosanagara,safe,0
karnataka,shivamogga,shivamogga,safe,0
karnataka,shivamogga,sagar,safe,0
karnataka,shivamogga,shikaripur,safe,0
karnataka,shivamogga,sorab,safe,0
karnataka,tumakuru,sira,critical,4
karnataka,tumakuru,madhugiri,over-exploited,5
karnataka,tumakuru,chicknayakanhalli,over-exploited,5
karnataka,tumakuru,tumakuru,over-exploited,5
karnataka,tumakuru,tiptur,over-exploited,5
karnataka,tumakuru,koratagere,over-exploited,5
karnataka,tumakuru,gubbi,safe,0
karnataka,tumakuru,turuvekere,safe,0
karnataka,tumakuru,kunigal,safe,0
karnataka,tumakuru,pavagada,semi-critical,3
karnataka,udupi,karkal,safe,0
karnataka,udupi,udupi,safe,0
karnataka,udupi,kundapura,safe,0
karnataka,uttar kannada,supa,safe,0
karnataka,uttar kannada,mundog,safe,0
karnataka,uttar kannada,sirsi,safe,0
karnataka,uttar kannada,siddapur,safe,0
karnataka,uttar kannada,bhatkal,safe,0
karnataka,uttar kannada,kumta,safe,0
karnataka,uttar kannada,honavar,safe,0
karnataka,uttar kannada,yellapur,safe,0
karnataka,uttar kannada,karvar,safe,0
karnataka,uttar kannada,ankola,safe,0
karnataka,uttar kannada,haliyal,semi-critical,3
karnataka,vijayapura,indi,critical,4
karnataka,vijayapura,sindgi,safe,0
karnataka,vijayapura,vijayapura,safe,0
karnataka,vijayapura,muddebihal,semi-critical,3
karnataka,yadgir,shahpur,safe,0
karnataka,yadgir,shorapur,safe,0
karnataka,yadgir,yadgir,semi-critical,3
kerala,alappuzha,veliyanad,safe,0
kerala,alappuzha,champakkulam,safe,0
kerala,alappuzha,thycattussery,safe,0
kerala,alappuzha,mavelikkara,safe,0
kerala,alappuzha,bharanikkavu,safe,0
kerala,alappuzha,chengannur,safe,0
kerala,alappuzha,kanjikkuzhy,safe,0
kerala,alappuzha,pattanakkad,safe,0
kerala,alappuzha,muthukulam,safe,0
kerala,alappuzha,ambalappuzha,safe,0
kerala,alappuzha,harippad,safe,0
kerala,alappuzha,aryad,safe,0
kerala,ernakulam,palluruthy,safe,0
kerala,ernakulam,koovappady,safe,0
kerala,ernakulam,vadavukodu,safe,0
kerala,ernakulam,angamaly,safe,0
kerala,ernakulam,pampakkuda,safe,0
kerala,ernakulam,kothamangalam,safe,0
kerala,ernakulam,vazhakkulam,safe,0
kerala,ernakulam,paravoor,safe,0
kerala,ernakulam,edappally,safe,0
kerala,ernakulam,moovattupuzha,safe,0
kerala,ernakulam,vypeen,safe,0
kerala,ernakulam,mulamthuruthy,safe,0
kerala,ernakulam,alangad,safe,0
kerala,ernakulam,parakkadavu,semi-critical,3
kerala,idukki,devikulam,safe,0
kerala,idukki,idukki,safe,0
kerala,idukki,azhutha,safe,0
kerala,idukki,adimali,safe,0
kerala,idukki,thodupuzha,safe,0
kerala,idukki,elam desom,semi-critical,3
kerala,idukki,kattappana,semi-critical,3
kerala,idukki,nedumkandam,semi-critical,3
kerala,kannur,irikkur,safe,0
kerala,kannur,edakkad,safe,0
kerala,kannur,payyannur,safe,0
kerala,kannur,taliparamba,safe,0
kerala,kannur,iritty,safe,0
kerala,kannur,peravoor,safe,0
kerala,kannur,kallyasseri,safe,0
kerala,kannur,kuthuparamba,safe,0
kerala,kannur,thalassery,semi-critical,3
kerala,kannur,kannur,semi-critical,3
kerala,kannur,panur,semi-critical,3
kerala,kasargod,kasaragod,critical,4
kerala,kasargod,parappa,safe,0
kerala,kasargod,nileswaram,safe,0
kerala,kasargod,kanhangad,semi-critical,3
kerala,kasargod,karadka,semi-critical,3
kerala,kasargod,manjeswar,semi-critical,3
kerala,kollam,anchal,safe,0
kerala,kollam,pathanapuram,safe,0
kerala,kollam,chadayamangalam,safe,0
kerala,kollam,vettikkavala,safe,0
kerala,kollam,ithikkara,safe,0
kerala,kollam,kottarakkara,safe,0
kerala,kollam,sasthamkotta,safe,0
kerala,kollam,chavara,safe,0
kerala,kollam,chittumala,safe,0
kerala,kollam,mukhathala,semi-critical,3
kerala,kottayam,vaikom,safe,0
kerala,kottayam,lalam,safe,0
kerala,kottayam,kaduthuruthy,safe,0
kerala,kottayam,pampady,safe,0
kerala,kottayam,uzhavoor,safe,0
kerala,kottayam,pallom,safe,0
kerala,kottayam,madappally,safe,0
kerala,kottayam,kanjirappally,safe,0
kerala,kottayam,vazhoor,safe,0
kerala,kottayam,ettumanoor,safe,0
kerala,kottayam,erattupetta,safe,0
kerala,kozhikode,panthalayani,safe,0
kerala,kozhikode,perambra,safe,0
kerala,kozhikode,melady,safe,0
kerala,kozhikode,koduvally,safe,0
kerala,kozhikode,vadakara,safe,0
kerala,kozhikode,kunnummal,safe,0
kerala,kozhikode,thodannur,safe,0
kerala,kozhikode,tuneri,safe,0
kerala,kozhikode,kozhikode,safe,0
kerala,kozhikode,chelannur,safe,0
kerala,kozhikode,kunnamangalam,semi-critical,3
kerala,kozhikode,ballussery,semi-critical,3
kerala,malappuram,nilamboor,safe,0
kerala,malappuram,kalikavu,safe,0
kerala,malappuram,wandoor,safe,0
kerala,malappuram,perinthalmanna,safe,0
kerala,malappuram,ponnani,safe,0
kerala,malappuram,perumpadappu,safe,0
kerala,malappuram,mankada,safe,0
kerala,malappuram,areacode,safe,0
kerala,malappuram,malappuram,semi-critical,3
kerala,malappuram,tirur,semi-critical,3
kerala,malappuram,kuttippuram,semi-critical,3
kerala,malappuram,vengara,semi-critical,3
kerala,malappuram,thriurangadi,semi-critical,3
kerala,malappuram,thanur,semi-critical,3
kerala,malappuram,kondotty,semi-critical,3
kerala,palakkad,malampuzha,critical,4
kerala,palakkad,chittur,over-exploited,5
kerala,palakkad,attappadi,safe,0
kerala,palakkad,kuzhalmannam,safe,0
kerala,palakkad,kollengode,safe,0
kerala,palakkad,palakkad,safe,0
kerala,palakkad,alathur,safe,0
kerala,palakkad,ottappalam,safe,0
kerala,palakkad,mannarkkad,safe,0
kerala,palakkad,nenmara,safe,0
kerala,palakkad,sreekrishnapuram,safe,0
kerala,palakkad,thrithala,semi-critical,3
kerala,pathanamthitta,konni,safe,0
kerala,pathanamthitta,ranni,safe,0
kerala,pathanamthitta,parakode,safe,0
kerala,pathanamthitta,mallappally,safe,0
kerala,pathanamthitta,elanthoor,safe,0
kerala,pathanamthitta,pulikeezh,safe,0
kerala,pathanamthitta,koipuram,safe,0
kerala,pathanamthitta,pandalam,safe,0
kerala,thiruvananthapuram,vamanapuram,safe,0
kerala,thiruvananthapuram,vellanad,safe,0
kerala,thiruvananthapuram,perumkadavila,safe,0
kerala,thiruvananthapuram,kilimanoor,safe,0
kerala,thiruvananthapuram,nemom,safe,0
kerala,thiruvananthapuram,varkala,safe,0
kerala,thiruvananthapuram,parassala,semi-critical,3
kerala,thiruvananthapuram,chirayinkil,semi-critical,3
kerala,thiruvananthapuram,nedumangad,semi-critical,3
kerala,thiruvananthapuram,pothencode,semi-critical,3
kerala,thiruvananthapuram,athiyannur,semi-critical,3
kerala,thrissur,puzhakkal,safe,0
kerala,thrissur,pazhayannur,safe,0
kerala,thrissur,anthikkad,safe,0
kerala,thrissur,ollukkara,safe,0
kerala,thrissur,mullassery,safe,0
kerala,thrissur,cherpu,safe,0
kerala,thrissur,iringalakkuda,safe,0
kerala,thrissur,kodakara,safe,0
kerala,thrissur,chalakkudy,safe,0
kerala,thrissur,mala,safe,0
kerala,thrissur,chavakkad,safe,0
kerala,thrissur,vadakkancherry,safe,0
kerala,thrissur,vellangallur,safe,0
kerala,thrissur,thalikkulam,semi-critical,3
kerala,thrissur,chowannur,semi-critical,3
kerala,thrissur,mathilakom,semi-critical,3
kerala,wayanad,mananthavady,safe,0
kerala,wayanad,kalpetta,safe,0
kerala,wayanad,sulthanbathery,safe,0
kerala,wayanad,panamaram,safe,0
lakshadweep,lakshadweep,kadmat,safe,0
lakshadweep,lakshadweep,kalpeni,safe,0
lakshadweep,lakshadweep,minicoy,safe,0
lakshadweep,lakshadweep,chetlat,safe,0
lakshadweep,lakshadweep,androth,safe,0
lakshadweep,lakshadweep,kiltan,safe,0
lakshadweep,lakshadweep,agatti,semi-critical,3
lakshadweep,lakshadweep,amini,semi-critical,3
lakshadweep,lakshadweep,kavaratti,semi-critical,3
madhya pradesh,agar,susner,over-exploited,5
madhya pradesh,agar,nalkhera,over-exploited,5
madhya pradesh,agar,agar,safe,0
madhya pradesh,agar,barod,semi-critical,3
madhya pradesh,alirajpur,sondwa,safe,0
madhya pradesh,alirajpur,udaygarh,safe,0
madhya pradesh,alirajpur,kathiawada,safe,0
madhya pradesh,alirajpur,jobat,safe,0
madhya pradesh,alirajpur,alirajpur,safe,0
madhya pradesh,anuppur,anuppur,safe,0
madhya pradesh,anuppur,pusprajgarh,safe,0
madhya pradesh,anuppur,kotma,safe,0
madhya pradesh,anuppur,jaithari,safe,0
madhya pradesh,ashoknagar,mungawali,safe,0
madhya pradesh,ashoknagar,chanderi,safe,0
madhya pradesh,ashoknagar,ashoknagar,safe,0
madhya pradesh,ashoknagar,ishagarh,safe,0
madhya pradesh,balaghat,paraswada,safe,0
madhya pradesh,balaghat,birsa,safe,0
madhya pradesh,balaghat,baiher,safe,0
madhya pradesh,balaghat,balaghat,safe,0
madhya pradesh,balaghat,langi,safe,0
madhya pradesh,balaghat,lalburra,safe,0
madhya pradesh,balaghat,kirnapur,safe,0
madhya pradesh,balaghat,waraseoni,safe,0
madhya pradesh,balaghat,khairilangi,safe,0
madhya pradesh,balaghat,katangi,safe,0
madhya pradesh,barwani,pansemal,over-exploited,5
madhya pradesh,barwani,thikari,safe,0
madhya pradesh,barwani,barwani,safe,0
madhya pradesh,barwani,pati,safe,0
madhya pradesh,barwani,sendhwa,safe,0
madhya pradesh,barwani,niwali,safe,0
madhya pradesh,barwani,rajpur,semi-critical,3
madhya pradesh,betul,ghoradongri,safe,0
