state,district,station,category
kerala,thrissur,mathilakom,semi-critical
kerala,wayanad,mananthavady,safe
kerala,wayanad,kalpetta,safe
kerala,wayanad,sulthanbathery,safe
kerala,wayanad,panamaram,safe
lakshadweep,lakshadweep,kadmat,safe
lakshadweep,lakshadweep,kalpeni,safe
lakshadweep,lakshadweep,minicoy,safe
lakshadweep,lakshadweep,chetlat,safe
lakshadweep,lakshadweep,androth,safe
lakshadweep,lakshadweep,kiltan,safe
lakshadweep,lakshadweep,agatti,semi-critical
lakshadweep,lakshadweep,amini,semi-critical
lakshadweep,lakshadweep,kavaratti,semi-critical
madhya pradesh,agar,susner,over-exploited
madhya pradesh,agar,nalkhera,over-exploited
madhya pradesh,agar,agar,safe
madhya pradesh,agar,barod,semi-critical
madhya pradesh,alirajpur,sondwa,safe
madhya pradesh,alirajpur,udaygarh,safe
madhya pradesh,alirajpur,kathiawada,safe
madhya pradesh,alirajpur,jobat,safe
madhya pradesh,alirajpur,alirajpur,safe
madhya pradesh,anuppur,anuppur,safe
madhya pradesh,anuppur,pusprajgarh,safe
madhya pradesh,anuppur,kotma,safe
madhya pradesh,anuppur,jaithari,safe
madhya pradesh,ashoknagar,mungawali,safe
madhya pradesh,ashoknagar,chanderi,safe
madhya pradesh,ashoknagar,ashoknagar,safe
madhya pradesh,ashoknagar,ishagarh,safe
madhya pradesh,balaghat,paraswada,safe
madhya pradesh,balaghat,birsa,safe
madhya pradesh,balaghat,baiher,safe
madhya pradesh,balaghat,balaghat,safe
madhya pradesh,balaghat,langi,safe
madhya pradesh,balaghat,lalburra,safe
madhya pradesh,balaghat,kirnapur,safe
madhya pradesh,balaghat,waraseoni,safe
madhya pradesh,balaghat,khairilangi,safe
madhya pradesh,balaghat,katangi,safe
madhya pradesh,barwani,pansemal,over-exploited
madhya pradesh,barwani,thikari,safe
madhya pradesh,barwani,barwani,safe
madhya pradesh,barwani,pati,safe
madhya pradesh,barwani,sendhwa,safe
madhya pradesh,barwani,niwali,safe
madhya pradesh,barwani,rajpur,semi-critical
madhya pradesh,betul,ghoradongri,safe
madhya pradesh,betul,bhimpur,safe
madhya pradesh,betul,bhainsdehi,safe
madhya pradesh,betul,amla,safe
madhya pradesh,betul,athner,safe
madhya pradesh,betul,chincholi,safe
madhya pradesh,betul,p. pattan,safe
madhya pradesh,betul,shahpur,safe
madhya pradesh,betul,betul,semi-critical
madhya pradesh,betul,multai,semi-critical
madhya pradesh,bhind,mehgaon,safe
madhya pradesh,bhind,lahar,safe
madhya pradesh,bhind,bhind,safe
madhya pradesh,bhind,ron,safe
madhya pradesh,bhind,gohad,safe
madhya pradesh,bhind,ater,safe
madhya pradesh,bhopal,barasia,safe
madhya pradesh,bhopal,phanda,semi-critical
madhya pradesh,burhanpur,khaknar,safe
madhya pradesh,burhanpur,burhanpur,safe
madhya pradesh,chhatarpur,gourihar,safe
madhya pradesh,chhatarpur,loundi,safe
madhya pradesh,chhatarpur,badamalhara,safe
madhya pradesh,chhatarpur,rajnagar,safe
madhya pradesh,chhatarpur,bijawar,safe
madhya pradesh,chhatarpur,chhatarpur,semi-critical
madhya pradesh,chhatarpur,buxwaha,semi-critical
madhya pradesh,chhatarpur,nowgaon,semi-critical
madhya pradesh,chhindwara,tamia,safe
madhya pradesh,chhindwara,jamai,safe
madhya pradesh,chhindwara,harrai,safe
madhya pradesh,chhindwara,amarwara,safe
madhya pradesh,chhindwara,sausar,safe
madhya pradesh,chhindwara,parasia,safe
madhya pradesh,chhindwara,mohkhed,safe
madhya pradesh,chhindwara,bichhua,safe
madhya pradesh,chhindwara,pandhurna,semi-critical
madhya pradesh,chhindwara,chhindwara,semi-critical
madhya pradesh,damoh,jabera,safe
madhya pradesh,damoh,tendukhera,safe
madhya pradesh,damoh,patera,safe
madhya pradesh,damoh,damoh,safe
madhya pradesh,damoh,hatta,safe
madhya pradesh,damoh,batiyagarh,semi-critical
madhya pradesh,damoh,patheriya,semi-critical
madhya pradesh,datia,bhander,safe
madhya pradesh,datia,datia,safe
madhya pradesh,datia,seondha,safe
madhya pradesh,dewas,dewas,over-exploited
madhya pradesh,dewas,sonkutch,over-exploited
madhya pradesh,dewas,kannod,safe
madhya pradesh,dewas,tonkkhurd,safe
madhya pradesh,dewas,bagli,safe
madhya pradesh,dewas,khategaon,semi-critical
madhya pradesh,dhar,badnawar,over-exploited
madhya pradesh,dhar,nalcha,over-exploited
madhya pradesh,dhar,dhar,over-exploited
madhya pradesh,dhar,umraban,safe
madhya pradesh,dhar,bagh,safe
madhya pradesh,dhar,dharampuri,safe
madhya pradesh,dhar,dahi,safe
madhya pradesh,dhar,manawar,safe
madhya pradesh,dhar,nisarpur,safe
madhya pradesh,dhar,gandhwani,safe
madhya pradesh,dhar,kukshi,safe
madhya pradesh,dhar,sardarpur,safe
madhya pradesh,dhar,tirla,semi-critical
madhya pradesh,dindori,mahdwani,safe
madhya pradesh,dindori,karanjia,safe
madhya pradesh,dindori,amerpur,safe
madhya pradesh,dindori,dindori,safe
madhya pradesh,dindori,bajag,safe
madhya pradesh,dindori,shahpura,safe
madhya pradesh,dindori,samnapur,safe
madhya pradesh,guna,raghogarh,safe
madhya pradesh,guna,aron,safe
madhya pradesh,guna,bamori,safe
madhya pradesh,guna,chachoda,safe
madhya pradesh,guna,guna,safe
madhya pradesh,gwalior,dabra,safe
madhya pradesh,gwalior,bhitarwar,safe
madhya pradesh,gwalior,ghatigaon,safe
madhya pradesh,gwalior,morar,safe
madhya pradesh,harda,timarni,safe
madhya pradesh,harda,harda,safe
madhya pradesh,harda,khirkiya,safe
madhya pradesh,hoshangabad,babai,safe
madhya pradesh,hoshangabad,seoni malwa,safe
madhya pradesh,hoshangabad,hoshangabad,safe
madhya pradesh,hoshangabad,sohagpur,safe
madhya pradesh,hoshangabad,pipariya,safe
madhya pradesh,hoshangabad,bankhedi,safe
madhya pradesh,indore,depalpur,over-exploited
madhya pradesh,indore,sanwer,over-exploited
madhya pradesh,indore,indore,over-exploited
madhya pradesh,indore,mhow,semi-critical
madhya pradesh,jabalpur,kundam,safe
madhya pradesh,jabalpur,panagar,safe
madhya pradesh,jabalpur,patan,safe
madhya pradesh,jabalpur,majholi,safe
madhya pradesh,jabalpur,sihora,safe
madhya pradesh,jabalpur,shahpura,safe
madhya pradesh,jabalpur,bargi,safe
madhya pradesh,jhabua,petlawad,safe
madhya pradesh,jhabua,meghnagar,safe
madhya pradesh,jhabua,rama,safe
madhya pradesh,jhabua,thandla,safe
madhya pradesh,jhabua,ranapur,safe
madhya pradesh,jhabua,jhabua,safe
madhya pradesh,katni,dhimarkhrda,safe
madhya pradesh,katni,bohariband,safe
madhya pradesh,katni,rithi,safe
madhya pradesh,katni,murwara,safe
madhya pradesh,katni,badwara,safe
madhya pradesh,katni,vijayraghogarh,safe
madhya pradesh,khandwa,punasa,safe
madhya pradesh,khandwa,badli,safe
madhya pradesh,khandwa,khalwa,safe
madhya pradesh,khandwa,pandhana,safe
madhya pradesh,khandwa,khandwa,safe
madhya pradesh,khandwa,harsud,safe
madhya pradesh,khandwa,chhegaon makhan,semi-critical
madhya pradesh,khargone,kasrawad,safe
madhya pradesh,khargone,barwaha,safe
madhya pradesh,khargone,bhagwanpura,safe
madhya pradesh,khargone,bhikangaon,safe
madhya pradesh,khargone,zirniya,safe
madhya pradesh,khargone,mahashwar,safe
madhya pradesh,khargone,gogawan,safe
madhya pradesh,khargone,segaon,safe
madhya pradesh,khargone,khargone,semi-critical
madhya pradesh,mandla,ghughri,safe
madhya pradesh,mandla,bijadnndi,safe
madhya pradesh,mandla,mawai,safe
madhya pradesh,mandla,bichhiya,safe
madhya pradesh,mandla,nainpur,safe
madhya pradesh,mandla,niwas,safe
madhya pradesh,mandla,narayanganj,safe
madhya pradesh,mandla,mandla,safe
madhya pradesh,mandla,mohgaon,safe
madhya pradesh,mandsaur,malahargarh,critical
madhya pradesh,mandsaur,bhanpura,critical
madhya pradesh,mandsaur,sitamau,over-exploited
madhya pradesh,mandsaur,mandsaur,over-exploited
madhya pradesh,mandsaur,garoth,semi-critical
madhya pradesh,morena,joura,safe
madhya pradesh,morena,kailaras,safe
madhya pradesh,morena,pahadgarh,safe
madhya pradesh,morena,sabalgarh,safe
madhya pradesh,morena,porsa,safe
madhya pradesh,morena,ambah,safe
madhya pradesh,narsinghpur,kareli,safe
madhya pradesh,narsinghpur,chichli,safe
madhya pradesh,narsinghpur,gotegaon,safe
madhya pradesh,narsinghpur,chanwarpatha,safe
madhya pradesh,narsinghpur,narsinghpur,safe
madhya pradesh,narsinghpur,saikheda,safe
madhya pradesh,neemuch,neemuch,critical
madhya pradesh,neemuch,jawad,critical
madhya pradesh,neemuch,manasa,semi-critical
madhya pradesh,panna,panna,safe
madhya pradesh,panna,shahnagar,safe
madhya pradesh,panna,pawai,safe
madhya pradesh,panna,gonour,safe
madhya pradesh,panna,ajaygarh,safe
madhya pradesh,raisen,badi,safe
madhya pradesh,raisen,begam ganj,safe
madhya pradesh,raisen,gairatganj,safe
madhya pradesh,raisen,udaipura,safe
madhya pradesh,raisen,silwani,safe
madhya pradesh,raisen,sanchi,semi-critical
madhya pradesh,raisen,obedulla ganj,semi-critical
madhya pradesh,rajgarh,narsingh garh,critical
madhya pradesh,rajgarh,sarangpur,critical
madhya pradesh,rajgarh,rajgarh,safe
madhya pradesh,rajgarh,zeerapur,semi-critical
madhya pradesh,rajgarh,biora,semi-critical
madhya pradesh,rajgarh,khilchipur,semi-critical
madhya pradesh,ratlam,ratlam,over-exploited
madhya pradesh,ratlam,alote,over-exploited
madhya pradesh,ratlam,piploda,over-exploited
madhya pradesh,ratlam,jaora,over-exploited
madhya pradesh,ratlam,bajna,semi-critical
madhya pradesh,ratlam,sailana,semi-critical
madhya pradesh,rewa,hanumanna,safe
madhya pradesh,rewa,sirmour,safe
madhya pradesh,rewa,jawa,safe
madhya pradesh,rewa,teonthar,safe
madhya pradesh,rewa,raipur,safe
madhya pradesh,rewa,rewa,safe
madhya pradesh,rewa,mauganj,safe
madhya pradesh,rewa,gangao,safe
madhya pradesh,rewa,naigarhi,safe
madhya pradesh,sagar,shahgarh,safe
madhya pradesh,sagar,deori,safe
madhya pradesh,sagar,jaisinagar,safe
